10
6 8
444 416 338442889
93 481 388380420
331 228 579387956
211 136 311461645
184 115 531128073
470 283 291698537
225 349 426942992
134 155 101860063
224 205 848184771
463 265 94754192
147 251 514507709
189 226 305545611
320 275 260540698
139 306 742237387
336 48 831310388
17 369 962705410
15 126 959033909
388 16 275634387
482 185 859325266
402 43 213091758
34 482 42335186
354 445 295195136
71 38 187631907
260 51 895466786
152 12 903608081
84 494 999051732
400 293 732110619
444 96 76322203
123 275 878258576
138 90 491294737
411 393 772579981
68 496 375636158
49 477 607440237
111 307 325912802
108 45 707864807
412 214 64629256
177 363 519268976
498 405 673278467
197 249 851916650
221 404 489341847
457 56 22494220
106 449 413357265
260 409 66890773
184 174 34360372
445 328 100412954
140 362 609744783
370 343 590287084
451 212 31856098
494 396 441876151
304 49 159018046
167 295 495864313
451 429 127759938
335 491 789367952
229 344 433695863
126 487 104233254
480 454 349467939
188 367 466063994
385 485 735864225
215 491 312084520
298 17 386806233
193 92 579172796
268 350 903674968
203 436 660222124
198 90 847219610
267 420 653850986
214 178 848067220
103 212 692632815
422 155 322102094
146 231 280065105
403 228 557006498
292 329 2753816
149 138 664578969
80 269 99717691
119 41 482156059
1 231 432276383
305 368 421742492
329 404 840422189
477 452 848184771
22 284 396890297
117 140 648071043
263 267 534186397
95 114
1000 4000
677 691 633414651
332 42 340027355
10 703 611024837
377 185 633398409
84 667 454913588
199 973 977884600
718 16 142065671
584 526 633414185
888 624 655461624
638 422 848223133
525 640 554451422
871 447 855943837
44 876 49191276
833 618 48302832
115 450 823867409
183 369 367677617
464 494 944129557
417 675 633396076
519 759 226762228
173 398 439911963
254 945 427192441
546 709 446993342
369 685 273552252
859 112 940656936
256 50 36811638
905 236 211960499
712 649 590023124
624 473 656155639
464 519 921575275
446 691 633395682
717 991 228994586
388 909 246200070
514 206 489962725
297 472 339746892
667 713 633408935
504 873 459833686
714 463 236329330
203 756 633404487
609 111 605552328
65 289 891428433
111 489 930664772
195 422 911996836
35 614 821061767
240 328 68534764
590 690 237245563
537 384 572680271
180 358 174799298
175 38 711835515
715 451 393317461
260 866 841907201
528 315 633395778
890 972 577739185
609 625 633418333
398 855 472992695
243 95 196268023
965 465 390984526
571 57 594815536
84 786 367795188
775 906 335145198
922 317 675120515
234 358 374050034
157 798 190910029
148 630 588874490
72 717 156216240
843 603 631811352
2 161 774758074
740 291 326702870
381 947 144291636
278 283 507158803
406 911 198454586
770 25 434798846
788 476 608326365
790 88 89989569
936 998 633407264
142 914 721689578
260 521 686483825
440 765 686302152
362 688 700152762
148 5 178603074
551 978 175741959
928 967 309403009
741 630 620118333
77 143 878857498
205 438 323529534
484 127 993597099
25 858 253100480
94 329 151948187
15 357 388537476
530 662 883597669
485 233 633410136
118 492 642987390
361 220 469323153
373 122 133511119
764 963 928196540
889 93 959803008
736 852 633403745
607 728 633418637
305 578 907825516
743 389 82072894
623 199 680268283
171 930 821704218
501 81 518925756
521 200 557432523
683 20 344914074
637 114 229102597
660 832 690075060
101 524 633399390
371 51 405636976
247 650 467170463
724 722 724821788
328 455 367126696
478 289 182283049
242 490 166712585
922 304 299694948
440 507 893733630
900 200 472054027
663 477 697691351
284 135 633413356
464 545 608800101
157 782 26646815
504 63 98690651
321 923 816580220
248 19 472928213
848 415 747132402
737 572 437604308
828 222 329717597
987 380 220372237
208 248 786046438
32 319 502250745
174 403 633407795
365 267 218843631
382 129 75420846
2 995 633410497
484 612 389267412
314 436 64151737
578 591 553952698
777 417 895614691
450 99 200237073
411 398 633395587
231 478 589249500
731 222 519079673
179 427 784871436
501 943 932202531
276 830 920285359
450 251 633402768
918 980 278104923
779 546 165690725
666 800 613322144
146 632 992662036
864 390 121999939
885 708 633408399
938 105 633414355
466 529 385263628
18 470 191040399
764 936 234383820
461 699 424157282
772 975 811012631
244 41 428309991
443 526 715017704
186 412 590080874
524 517 420560666
303 214 657939132
652 75 119380446
747 121 343637151
516 966 578182409
625 13 306130272
872 228 530106826
399 388 933930482
134 221 361845973
966 818 357609808
213 421 77043456
105 635 486252224
285 415 534656642
64 786 170871743
817 227 790305103
957 709 852422628
967 571 633398524
587 402 233577023
236 728 352505303
411 843 723339730
323 649 775083188
240 479 616876161
320 540 755909432
534 800 977966075
517 380 614858612
439 154 192735465
869 404 717738913
181 349 530924605
591 621 917483499
88 494 264600224
488 554 779885559
234 30 153630363
483 554 13273796
550 343 32258905
878 647 687513969
759 52 366015196
910 287 141894552
634 462 622829543
261 675 615530788
349 83 65510632
882 606 341595656
941 366 434140062
860 427 155984214
800 173 826819286
397 962 25833831
19 761 572514462
861 772 291385167
214 194 64679420
749 503 978855395
542 518 606786306
116 902 559313171
824 158 757720694
134 591 847693377
46 99 548834896
82 913 998279197
452 751 892128060
450 825 685390054
475 760 267067205
590 805 633418529
154 114 633415331
480 733 798452987
305 462 513863618
638 382 716314036
362 903 255337104
857 412 302406805
248 899 741742497
71 988 386085708
879 792 728830696
675 117 841816148
812 136 680749595
849 38 633397779
984 156 236714901
859 57 633403047
680 431 24282034
942 334 408415932
17 445 211860875
451 707 954217821
437 174 618992753
23 18 942712271
580 445 256648303
428 392 288414821
416 264 313462367
604 789 139748817
16 865 962559412
542 371 568134790
44 222 734352894
428 743 624283757
575 98 633400896
461 242 410096656
533 753 64507011
894 926 150686922
551 23 732003790
828 728 431795277
121 509 50660605
242 832 688513138
69 530 671296352
344 756 633418745
796 545 196313160
397 72 285371402
314 539 515822025
976 829 633402534
214 815 632704573
362 290 97050565
152 380 210445937
306 59 128002233
416 256 713599360
461 71 317027446
896 299 269688044
308 836 344988844
639 629 937938576
880 480 215169343
754 146 520372300
222 132 133848976
524 176 993328937
599 803 44464133
70 653 175631049
916 926 914663697
741 241 805771340
890 478 384941078
487 324 855099929
244 542 159572583
376 137 790425866
583 21 857850999
894 589 825369519
755 886 946084101
872 771 633398014
412 610 189544966
237 140 633407863
87 30 838594879
444 547 18101979
107 992 15875275
801 735 750916124
157 915 50865277
841 581 477871071
761 414 606681404
238 349 590551832
667 451 12691581
377 679 494117336
522 730 686945591
458 641 633407121
33 313 806737718
417 243 632019056
369 172 886310541
766 988 97994097
456 204 370260554
302 793 821734451
142 426 594070463
636 870 777615962
685 458 633399060
649 433 633416254
38 560 478401560
716 513 633401035
651 212 779378063
181 980 471650376
187 434 628418840
833 913 69455887
815 685 655184943
284 440 145025719
178 533 594862265
997 418 578024411
242 752 633418486
268 141 970412518
325 728 581697326
2 748 633412816
474 304 624863505
721 663 304689815
27 389 230132128
551 321 326730877
380 883 500973169
783 532 582079620
788 982 633416888
266 219 977269238
726 452 633413819
164 55 743673056
712 331 497562758
220 894 496749616
667 399 97203167
20 43 538332588
383 645 252812572
79 876 633404377
253 467 437897174
364 400 874734699
82 178 965957698
704 376 805927618
304 201 331553378
698 133 880947882
620 26 218193516
774 551 644852265
326 971 526085901
367 468 114058852
871 795 174122557
992 670 895078534
756 329 3707020
510 812 117345954
23 717 667350549
861 246 633411286
254 686 293137867
136 748 198776540
285 310 781194067
667 126 896529806
238 664 656514927
970 939 644138311
200 438 154609264
274 19 242025034
549 946 918502951
303 292 885015130
342 887 828944027
288 973 231729222
170 373 385764399
399 93 92042418
394 785 87346996
186 19 657396174
629 156 925181406
550 464 112604830
980 735 690217894
766 127 553200500
705 653 133729417
110 819 899178109
660 224 956302219
638 359 844105758
322 760 370065191
330 992 633417172
129 626 369717220
240 423 641939312
947 268 692781616
200 740 403129649
487 102 251776407
851 945 665510668
599 868 552192992
864 463 843809315
237 956 633408838
351 740 995711820
821 372 555059852
204 564 212919873
94 438 770744496
437 427 153787084
917 785 633402282
579 364 666524930
263 925 604775111
642 507 633415749
71 350 738913821
125 873 178809574
484 576 319713314
504 193 321109112
695 518 734236924
39 348 165257086
544 252 295574980
266 709 853171168
750 146 778533980
178 19 898192321
93 871 335270176
732 62 898789637
194 930 761565530
854 274 951300542
648 937 370321566
232 638 877915656
199 747 834880281
521 119 307284549
57 956 633408319
736 417 265568819
989 494 633394969
790 859 434720021
442 609 633406739
744 790 633411270
39 409 232717771
788 366 224138723
570 617 445071405
312 484 780915019
735 207 445944993
855 445 633408026
826 915 893113484
829 64 633405876
552 38 133410171
592 304 642759617
464 394 127764602
465 783 880435762
77 657 792904574
108 281 962386570
818 252 200834561
332 482 869519707
928 567 432371098
859 508 853435795
869 648 471297756
993 758 711992375
213 976 473516951
956 283 476585949
146 272 633411123
668 863 531403875
708 206 499828521
131 494 990266117
410 378 248831578
55 929 809649998
219 629 188880406
64 792 386767711
269 651 92547955
44 589 67470728
354 849 413093320
603 359 722413509
41 254 633412973
782 645 661775335
662 696 934336641
239 761 972532662
686 807 570687930
64 717 334295742
794 741 149135419
364 663 633402093
123 408 552858876
233 842 807514849
319 438 633413899
29 90 497234655
198 187 633412457
164 374 376298252
734 764 150096143
339 996 512398312
793 955 613101183
948 601 87774361
241 359 907789104
177 879 889062138
17 880 566893892
585 797 294249523
884 44 114397942
571 653 633414751
889 484 841680738
392 862 572033443
726 931 633411527
718 407 67470728
490 83 609909229
420 693 528959593
454 216 494562475
820 719 979233026
439 3 633408478
345 193 547648657
119 305 168318939
614 934 461567926
813 634 624679890
978 868 869519707
343 967 917001346
113 837 633395769
541 866 215418112
986 697 218025492
696 813 742575980
954 278 633414936
25 560 863250634
350 536 633398568
87 423 633416190
605 228 633404273
935 357 633415170
32 196 416489298
221 423 633409663
146 131 75791954
302 142 486894369
482 689 478752425
740 83 727186666
576 443 705870707
396 713 965137366
399 822 787682928
258 730 894213828
41 188 238402677
330 738 147937350
7 634 232613845
33 818 689610054
435 383 96313698
859 678 633395883
437 234 874662263
536 34 799597279
581 140 793866469
909 937 747542901
671 764 339206099
337 784 627758345
193 771 930817595
576 502 491117210
743 998 844238732
915 568 879896564
900 214 989410337
353 142 32159948
13 898 459139860
460 462 321005903
664 790 633404288
472 793 633411983
873 809 205647225
307 128 749062686
572 322 952249395
762 962 655923455
471 682 633397704
25 549 23409141
181 933 270046776
536 812 758813766
421 596 506237850
319 187 77750647
129 757 702688442
468 513 297123019
379 958 421593782
611 646 663091277
635 809 194461314
489 459 744728517
179 337 836876132
258 584 515501806
522 220 167355375
172 84 715520441
947 204 609582042
34 748 633414257
602 25 325606906
995 801 644551249
324 746 857961284
631 598 884604899
468 881 328578494
764 255 501492787
195 681 832080922
229 6 15648021
686 536 512867527
131 222 157690336
141 124 633398362
276 331 688684135
932 710 837675833
896 603 503339209
75 46 801059916
675 199 660216097
618 466 11887184
177 75 280670022
17 572 767388085
917 385 750890681
457 378 579582053
786 759 858602160
309 944 232337464
103 132 661170755
654 218 225701573
745 583 509594275
510 711 723937244
330 316 65378479
22 445 999474615
539 169 665660921
1 170 460798229
650 30 911890639
834 934 852793845
652 909 784075844
292 880 660536630
69 640 149274303
566 446 111301545
901 113 954384277
241 283 631908850
245 124 811990398
475 42 484828539
468 707 713832667
991 218 683354062
570 406 745414329
223 873 410623899
893 1 724238928
39 138 349825587
356 298 940469936
750 223 102622426
292 371 922149955
32 973 156258488
451 76 200070248
979 711 675120515
946 124 388215662
145 599 395113408
401 109 220734007
46 63 633415517
274 57 962265700
771 213 203820197
31 6 467985832
125 783 286751665
658 254 619029118
448 357 143118998
919 469 195567314
462 898 359393141
402 667 49092939
77 508 845051165
304 440 503970556
793 238 916910935
304 40 633396756
793 895 331779136
206 775 508908994
686 986 788670653
934 995 77571577
842 636 221186964
574 90 937894895
248 448 551461358
69 298 113846099
492 420 490437668
207 754 149935043
972 859 362506923
791 6 805556652
830 489 992850733
867 526 633396606
718 50 950178209
611 777 878106613
335 336 243760502
356 680 633412192
79 363 200795422
449 879 502250745
646 531 943708107
929 901 540384296
137 235 213622840
968 353 253590339
624 349 797711760
184 172 554622369
784 956 371547765
373 677 633417637
699 480 260677988
232 900 130134094
889 134 566631658
901 427 566928731
725 682 960439799
106 685 856896731
766 239 598098481
418 115 633416462
635 914 353400068
45 294 229697909
227 213 703709707
550 304 743499260
397 414 923302101
120 990 623255017
477 206 818816252
870 788 577265700
811 750 650760970
868 312 5882120
737 511 689368535
532 971 376965428
681 145 169582301
259 368 499898259
26 132 603823006
187 687 633395737
295 823 245321905
199 972 560230711
775 955 522060986
430 899 592724954
570 277 34329306
488 835 713412706
347 273 438974200
216 197 885366398
839 736 483093785
902 867 95775117
788 754 485476508
639 286 633398304
924 627 403916644
43 389 901318471
405 191 81730580
482 226 390529774
195 196 10045016
800 821 831046922
191 906 792727011
362 696 395052196
699 585 176044071
143 946 633402980
628 161 148166488
45 572 669738848
913 252 841414520
102 903 436258597
558 947 443482245
160 804 369604246
407 658 126894794
469 470 649164056
285 867 108546026
288 600 68289161
105 9 600632299
906 787 599770397
737 191 790026260
591 246 633397338
68 11 129508631
539 752 113074924
284 746 633407610
778 875 633412804
488 555 883917656
220 941 462567602
769 77 947867699
150 269 369024608
571 504 619708767
98 627 624964423
38 710 985899213
426 623 809491078
19 484 113736006
231 343 897901536
918 255 426181128
983 580 309163314
394 923 137733894
707 646 720033971
812 250 669779386
564 538 223295278
260 630 858951569
792 434 545688264
923 702 688513138
841 671 759538076
985 830 461899852
856 972 892795257
210 126 535373353
965 878 293173716
802 463 633407999
937 327 761244913
291 226 398937151
472 57 62737678
850 168 178721381
633 255 47124773
348 779 269545078
263 974 556669610
30 81 615765735
916 447 633417501
820 261 633397778
834 917 595373863
418 544 123003711
374 571 34570025
293 405 858307885
19 279 110543324
978 256 300472425
905 768 181899672
908 448 327620206
200 320 264414206
916 825 343742452
866 68 57668204
704 24 117615057
455 34 793035716
737 775 783110529
523 802 907677767
433 521 908553666
139 235 633402096
86 292 810497814
453 315 916654654
985 12 670046898
989 795 338848101
575 648 961119350
24 402 932202531
590 370 931632124
542 350 508872493
380 983 79073931
192 862 253847703
740 887 633401618
520 415 47592181
26 923 272375313
279 618 231908239
146 335 661505344
939 507 71139497
837 954 935968476
532 822 7147235
100 822 788477356
780 864 539663611
829 527 754537848
970 271 453128506
166 639 332934037
666 644 677124017
536 154 25552880
673 207 957307907
849 94 5641616
123 234 516782321
61 63 633417974
275 885 107654204
818 944 14945748
894 737 890038784
851 239 909963593
447 94 633408803
993 743 587188758
622 415 449601409
291 407 329391214
665 856 714558422
736 873 633409096
16 589 40467557
895 517 439556289
240 590 770409504
974 187 660102362
425 169 633403168
882 828 809574074
260 178 117155625
698 174 599476425
720 633 759389843
738 34 57870717
933 34 312756273
207 901 642759617
898 815 620040939
60 673 824136188
592 212 633416673
678 567 737955326
738 859 471698171
6 628 917688924
787 382 816236830
213 200 424779266
637 838 700582975
869 465 924212709
926 150 633416533
953 281 303104529
71 759 74629613
312 339 633415380
196 174 512044633
73 827 823084090
766 567 270607458
502 887 580349835
410 543 75909321
842 723 206920704
138 224 890770022
797 473 705535128
334 569 802864624
783 89 633404026
734 749 848054441
896 816 498505385
983 690 110984766
19 477 62964952
48 510 150468732
18 15 442691430
113 574 291128792
982 468 633400002
652 308 532470322
560 977 839210080
431 732 913703140
16 598 939787519
154 941 615123534
160 291 180671635
823 135 744095104
46 281 647972994
682 877 980777581
419 718 633412882
59 452 308418282
252 460 847775857
403 654 557146829
908 728 581236891
963 281 38120572
173 241 736014176
820 457 810967722
43 885 861593418
754 681 166393209
570 332 652941025
847 935 562911052
371 865 78716170
552 92 143827565
577 645 324653357
264 988 786082730
767 167 85998776
569 228 768728281
529 983 507124390
516 642 458037323
177 380 599420911
54 912 633399835
674 145 892519265
924 922 640284356
758 532 197719268
776 795 271858404
493 751 633414598
644 690 272548631
253 105 60607586
893 872 633406437
308 303 207098261
378 999 677659080
944 684 299694948
300 27 189829302
51 750 619550780
376 490 414699454
349 91 692677359
801 838 653642101
987 450 690287061
739 191 812199036
203 981 214736205
173 325 451641907
826 480 880295178
11 286 790941447
734 200 15193377
871 87 550323742
440 769 94945960
823 664 319888234
629 854 633400173
586 149 401009880
451 714 363561538
281 269 633404645
71 748 703864556
546 39 785607209
328 642 421114889
271 21 668539663
775 920 581871306
901 575 593962018
7 202 633397430
706 754 911655700
661 703 739925440
821 193 102195864
57 384 574868289
611 313 786979110
449 468 633403841
816 47 260310964
722 15 908757728
794 846 633411669
776 270 633397767
421 991 380191372
868 623 852123224
648 917 633414760
481 102 56567680
235 446 381067678
917 363 278784680
62 442 506520157
665 808 5641616
93 763 291889570
773 68 623366047
426 73 451092856
387 343 633413715
868 814 854361678
424 624 633411834
207 718 944105186
554 120 691855835
600 435 582580089
380 175 541231593
584 811 633409014
695 815 917988821
923 124 830604395
581 917 744728517
662 948 86258294
80 881 844016600
359 493 783327290
45 268 471460098
714 153 633411226
906 274 953124430
934 687 799634002
643 53 837872385
40 5 167092376
886 165 633412386
699 457 965314970
408 555 320854321
849 184 797623162
886 559 633414748
944 194 312511246
663 166 470333054
934 477 728679089
143 803 633402377
371 821 22336216
700 52 407779449
8 485 944105186
352 884 654837115
443 853 633399987
684 815 695841868
840 665 6932461
264 714 217276129
186 816 687674935
462 650 408836450
515 285 23142041
104 439 90636761
358 95 831689714
279 942 516618796
471 579 856745967
970 960 49644039
287 655 575612776
349 495 654484033
940 531 633410773
703 994 683125840
805 757 377803165
165 859 58270927
594 90 832999417
815 12 991427434
212 489 550482926
694 367 67123765
297 603 464776789
22 184 379504557
927 1000 633413664
990 360 354363547
632 219 470715071
368 710 354271495
51 161 694754676
201 894 633406661
281 688 85932098
956 213 82687764
706 207 198326666
881 842 133264121
392 71 57692960
479 600 768530028
362 27 633412918
225 923 423214303
197 282 82810456
720 848 793217925
586 677 16494010
254 982 575518425
394 644 157690336
811 146 633415501
724 634 858339552
131 636 418505635
280 962 781233444
217 324 3600806
592 894 633413808
401 982 618700650
52 11 634696750
721 117 605204994
923 223 567042217
711 116 864332059
116 323 962585104
207 557 991616333
333 100 488862741
284 486 831222344
237 972 875547247
539 675 88172092
379 938 779100920
311 541 4866379
23 7 475095299
800 798 176385669
282 589 249812217
476 827 86188259
954 571 3523353
686 36 872604534
439 959 633406219
624 729 627070025
806 584 187840716
65 787 995050402
907 852 633408839
171 237 607399309
413 129 159904158
271 775 237426992
308 808 12111431
470 930 496257157
846 640 16906481
132 420 229841910
388 884 640935762
614 219 476995823
575 152 633411158
39 390 770832209
727 515 317063342
830 385 73701429
855 745 650660732
510 217 222019068
519 976 249529413
166 429 399354820
598 49 939460580
756 554 533052261
835 891 518411829
544 109 859547591
424 638 569810154
940 70 41770596
998 727 671402148
773 443 633412439
677 636 673848491
798 751 12538847
819 818 658823284
164 491 83500988
833 450 351817889
388 532 423359791
381 420 458411613
778 884 849620012
401 373 763924226
754 722 633406465
523 31 287743787
337 323 956125139
216 957 633404508
534 427 514882000
454 595 203274502
243 70 662656940
341 656 633405996
261 566 479996223
343 979 197137038
796 941 843415049
971 567 633417135
29 365 523992075
145 592 809008834
574 675 624964423
850 530 107839488
742 750 266385972
198 266 732322051
341 407 621365558
785 61 633395409
786 393 855753380
880 69 137923325
329 16 133698752
706 436 445984681
801 297 690762115
486 812 159705261
209 980 875000999
223 610 633404166
99 611 416119575
822 673 341258492
771 698 633405336
989 259 660822972
948 96 774886496
943 73 800565273
33 19 976564074
970 247 765799408
29 876 765401758
553 580 366471109
11 306 238260283
508 468 817911376
130 202 158673912
847 339 703864556
316 354 633399903
928 152 996681902
661 562 633407226
640 974 51042715
628 847 136972549
275 529 456583662
756 542 645510874
539 156 603856827
445 801 362423772
434 405 955597736
432 38 322707536
559 110 243512703
424 704 633412513
695 564 7407888
761 51 602167319
621 56 969370371
491 685 392539464
612 632 693022369
240 549 351183988
874 41 972284847
772 137 625663646
149 937 71209937
464 448 919962751
851 100 183070606
237 823 18456969
25 56 12564971
840 378 374869083
713 899 499538801
400 329 887391692
292 679 161851460
552 31 847816700
872 345 628639237
21 809 148166488
620 605 259842259
723 285 335355572
405 784 977836932
879 73 204151561
235 606 633397608
225 381 716739010
962 522 18495781
196 655 276582757
625 995 826773166
860 680 633406441
226 42 106161366
657 828 591304917
905 383 634616380
908 445 32370376
521 896 185717623
776 19 347990545
278 832 335753301
780 509 377496156
864 516 875982053
845 754 25985956
626 665 361818228
845 838 435550982
396 184 287452158
14 520 99029331
62 991 28227040
766 122 560405228
723 433 140708710
681 257 570187049
400 893 203143044
913 905 384745429
80 213 484178447
452 306 423715112
50 754 371238965
612 551 633400285
240 950 638712803
626 939 147982310
719 541 310133040
573 827 62771678
787 958 535206538
288 390 291022687
319 269 964972593
522 776 141201098
514 797 21887544
873 816 349608699
92 683 956080003
955 943 984787093
607 646 309888138
711 868 138926825
250 379 22886936
266 688 658674274
432 794 650242497
746 785 990943707
397 776 482039057
495 802 20527305
812 185 157349056
493 958 292828652
48 490 266805514
753 908 172614275
194 567 467657105
123 381 416658934
951 888 967024566
399 277 652116886
853 881 171233905
585 930 64679420
551 787 39393905
472 639 507533178
742 197 856060292
14 889 633806674
438 604 345442992
417 404 187881334
722 904 639450476
794 639 90709267
529 364 633417411
90 313 633405404
600 256 911274826
807 149 310968390
519 392 633414346
856 164 355290489
482 692 596325829
803 571 769023082
607 174 140708710
139 498 483744680
170 520 202719669
677 505 620753826
711 130 10902328
333 414 242025034
996 376 205460792
364 857 616700923
366 201 344511128
981 945 877783909
593 566 964686985
677 339 798121389
430 329 463380585
360 223 241965661
419 537 338429336
316 122 797782587
890 212 891542134
316 355 694103738
111 232 561973620
910 356 824347944
294 233 633409245
92 829 31357720
886 335 273275455
456 868 979152858
473 495 494492312
355 789 672109336
12 235 948336890
181 892 153922914
200 797 977442805
341 644 511672342
907 180 648683878
944 141 32589189
600 930 57633714
642 467 633399474
817 557 633399445
233 254 388458981
977 655 537805677
838 789 503504423
370 341 405220441
343 761 629538042
327 382 302053878
926 352 318762745
41 780 633416212
585 830 502020724
647 749 981992294
311 424 234065306
658 165 425998993
799 87 633401546
916 812 97583175
312 562 3459777
975 647 633406722
498 933 503810551
38 537 521684561
907 956 938203380
86 132 450271066
657 180 633417361
872 377 22296994
556 108 824663610
680 170 843065390
754 526 94676283
947 716 886523483
186 281 633398650
522 345 783110529
470 647 321211730
997 74 691780518
706 49 25470981
628 674 742292749
87 733 114397942
865 29 467657105
975 55 912491696
233 242 336614959
661 855 602301198
126 853 633415604
619 670 633402283
305 696 897497904
344 387 165792539
526 318 340298701
82 373 810442952
324 614 73418716
352 204 633399888
932 42 612874982
335 820 633407612
932 209 153787084
533 628 434352915
252 95 269913883
29 987 95303406
808 136 583147748
488 202 633398220
784 735 196188326
385 482 880688526
224 471 422404563
470 190 238090230
129 450 328075758
912 742 633407924
380 534 705870707
641 247 633403959
555 88 336758797
964 494 156593812
526 167 619029118
747 190 611991527
812 913 132515706
835 307 633411780
368 810 244823921
469 965 456148372
375 530 256984750
224 603 93532685
701 292 680896176
747 907 546135682
577 996 633398058
192 276 695219452
282 28 370810910
265 264 954409735
371 414 237641224
634 838 724372329
317 896 476142510
693 645 189640186
453 838 666169324
436 516 218988771
119 759 883808624
708 459 633418595
469 312 538638481
578 569 633416007
46 535 67210062
761 688 729300496
997 875 689159170
202 62 896482088
383 690 556001438
188 329 617543795
829 623 555269917
913 577 962926023
170 882 77016135
56 164 394525063
762 54 249335045
462 675 748845885
133 331 968497280
500 134 830858655
650 661 414485749
224 869 853171168
190 371 926791518
522 385 802459355
231 774 951515853
416 196 853835623
335 639 633416509
122 444 138453732
231 624 633402157
294 594 351860675
43 819 19559484
50 42 608412320
874 14 633411182
293 13 361665282
886 818 943207762
229 837 123661783
506 867 818942171
558 260 522954766
70 925 178335229
926 773 807451522
221 598 740061061
679 141 218319966
268 166 136291980
408 930 544855337
150 892 633408543
962 209 633417677
194 640 443398749
95 937 37383220
545 447 469752700
776 976 476855994
134 536 269972455
718 404 801693509
20 345 841485759
996 144 633410001
811 137 832080922
425 545 102433758
550 365 12980629
187 700 596720595
363 531 713719287
659 39 850131537
637 522 499346923
2 651 952468846
755 84 375970733
926 354 785137395
744 360 486777255
235 711 324521123
230 724 80850223
32 674 762943087
175 785 489518843
743 167 170933586
191 807 633396383
319 659 812685381
631 183 245888819
461 407 235219067
786 55 796318422
835 106 312976664
40 245 950943072
805 955 40345192
212 521 730606038
137 629 633402348
640 467 633401342
384 909 135692478
711 757 794802634
719 930 713135304
364 648 148662838
390 759 490248524
27 916 379794343
619 148 776805682
483 815 781367020
493 597 483522574
114 808 759006734
429 182 85737532
582 333 633408005
851 636 633410766
832 31 633400347
514 546 208132718
281 589 945753881
48 283 522120959
251 98 776273131
136 469 83940177
207 260 911450772
199 526 311783545
386 934 633404408
6 19 769655880
488 968 84447640
477 360 821385798
159 728 633395374
126 965 490841750
331 211 761181094
809 8 402816184
90 779 633398370
695 28 599336597
72 446 54405606
375 218 633412948
303 340 70397687
296 390 908038745
134 666 980312486
901 882 449348383
847 640 633402492
880 453 305153927
241 524 783001909
223 976 137870757
54 144 768035874
353 919 540709301
740 383 906074036
322 691 925462226
44 24 633402098
746 349 256453177
601 462 946979795
239 463 375293159
621 303 415961219
928 431 229910581
980 238 816106870
569 121 633409170
982 71 505391229
263 635 974725430
558 922 633409754
967 637 633395757
805 956 161431366
201 198 577841364
589 400 836051093
429 245 381429275
244 237 770118601
189 989 279829533
558 956 176902815
410 697 179231934
564 977 747667633
730 851 198497756
325 884 617600883
506 923 235541458
329 996 604157142
289 103 633404762
596 528 184748012
542 419 494259804
271 611 432776802
3 857 633406858
435 19 633395822
51 995 19917563
511 765 934603177
691 470 2931149
762 711 116147143
191 637 633397618
864 579 325517884
786 145 785411755
659 183 52370584
50 255 4962284
909 859 32206775
290 274 965172778
267 448 860445284
704 998 633408393
560 738 209973388
306 286 736975977
835 419 193875962
127 182 936006189
4 10 633415379
181 838 429479771
30 295 92236998
709 948 532544400
833 417 975136061
376 797 433369375
906 877 592059336
707 167 687035181
294 653 353040504
784 962 636064229
40 251 633403336
148 886 44924947
595 413 714526627
388 191 605204994
535 895 128581229
944 797 340333211
452 53 149865466
432 467 272461668
752 548 633413065
843 220 227773142
778 937 359090442
981 275 993413012
69 421 601876981
167 421 87619018
302 937 303033406
832 770 633410943
288 578 172640743
557 173 462380011
768 131 659323772
456 627 729760039
775 811 123081555
689 880 259321708
119 899 217467410
649 897 633394946
802 440 155841879
145 665 370288069
942 520 212629499
99 190 205508012
23 487 269326579
840 826 96633666
127 912 640722609
109 625 633402888
241 200 276358206
331 294 139828436
133 304 967142225
602 689 548411040
232 666 778735599
100 148 735568079
563 210 703237682
340 111 829485790
336 852 834668054
907 495 621632898
971 163 633399967
241 162 825651521
442 997 945997781
849 877 56929825
599 513 998493859
866 286 633414578
352 618 753279861
564 363 633408175
216 158 860132890
34 688 633404769
456 403 330169142
780 336 76013890
348 99 715642420
959 235 846936580
702 402 179364389
927 388 634891724
705 207 501198600
635 191 815410713
406 954 636172595
528 713 862856172
89 236 650832990
916 80 597860454
861 947 9092089
885 437 339178625
507 570 205863277
460 93 606160281
929 278 139067246
221 179 633404056
123 810 271971441
946 142 612984255
12 660 837033809
548 596 633655474
151 612 308650612
488 547 67423876
140 985 633416966
877 844 607443850
661 927 633399845
61 290 965239359
18 655 741573966
230 986 579026751
61 762 684174420
143 466 220635367
922 801 462440460
942 344 766837782
321 946 988094238
981 934 801870477
436 370 330859944
757 546 709369296
840 46 633407128
39 565 858774073
149 222 973487884
958 150 51309312
61 334 793474938
32 79 711809980
80 654 797263523
448 538 762029525
700 907 303004183
966 289 921203402
703 906 87991540
443 796 788084783
314 236 884404627
231 610 700781693
662 200 59329942
7 290 846434951
683 178 899698308
802 116 465079570
779 537 633399140
589 587 219182183
110 583 695707799
46 621 409844191
979 340 12205630
87 786 197269933
722 47 406626116
672 420 531320442
209 648 216029409
256 270 478495885
492 844 601243103
800 573 97157379
572 373 530016061
292 764 875650588
183 317 633418029
758 39 507923979
